질병명,주요증상
"척수 봉합선 폐쇄장애, 척수형성이상(Spinal dysraphism, myelodysplasia, in dogs and cats)"," 거리감각불능 , 거리감각 과대 및 과소 | 기립불능 , 다우너 | 뒷다리 반사 이상(증가나 감소) | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 위축 , 야윔 | 목 , 경부 , 목구멍 통증 | 비정상적인 자세 | 사경 , 목이 비틀어짐 | 사지마비 , 무기력 | 앞다리 만곡 , 굽음 | 앞다리 위축 , 야윔 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 척추측만증 , 척주옆굽이증 | 토끼처럼 뜀 |"
"척수, 척추, 종양, 과오종 (Spinal, vertebral, neoplasia, hamartoma)","거리감각불능 , 거리감각 과대 및 과소 | 골반위축 , 둔부위축 , 야윔 | 근 긴장증 , 근 경직증 | 기립불능 , 다우너 | 꼬리 무기력 , 부전마비 , 마비 , 천골미골부위 마비 | 꼬리 , 항문 지각감퇴 , 회음부 , 항문 무감각 | 꼬리의 종창 , 종괴 | 뒷다리 무기력 , 후지마비 , 부전마비 | 뒷다리 반사 이상(증가나 감소) | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 위축 , 야윔 | 뒷다리 지각감퇴 , 뒷다리 무감각증 | 뒷다리 통증 | 뒷다리 파행 , 경직 , 절름발이 | 등부위 위축 , 야윔 | 등부위 지각감퇴 , 무감각증 | 떨림 , 전율 , 오한 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 목 무기력 , 부전마비 , 마비 , 목을 못가눔 | 목 , 가슴 , 위축 , 야윈 흉곽 | 목 , 경부 , 목구멍 통증 | 목의 경직 , 뻣뻣한 목 | 무기력 , 침울 , 졸림 , 생기없음 | 방광 종대 , 확장 | 배변량 감소 , 변비 , 배변 안됨 | 분변 실금 | 비정상적인 자세 | 사지마비 , 무기력 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 안검하수 | 안구함몰 , 눈이 움푹 꺼짐 | 앞다리 반사 이상(증가나 감소) | 앞다리 위축 , 야윔 | 앞다리 지각감퇴 , 무감각 | 앞다리 통증 | 앞다리 파행 , 경직 , 절름발이 | 앞다리 허약 , 무기력 , 부전마비 , 마비 | 요실금 | 요통 , 허리 통증 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 전신파행 , 경직 , 절름발이 | 전신허약 , 부전마비 , 마비 | 제3안검 탈출 , 순막의 돌출 | 지각과민 , 예민함 , 과다운동 | 체중감소 | 축동 , 동공축소 | 편측 부전마비 | 피하 지방 조직층 반사 이상(증가나 감소) | 항문 , 회음부 , 꼬리 반사 이상 |"
"비결핵성 마이코박테리아 육아종, 피부염 (Nontuberculous (atypical) mycobacterial granuloma, dermatitis, dogs and cats)"," 구강 , 혀의 종창 , 종괴 | 꼬리의 종창 , 종괴 | 뒷발 , 발가락 종창 , 종괴 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 목 부위 종창 , 경부의 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 복강 외부 종창 , 종괴 | 복강내부 종괴 , 종창 , 유착 , 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식육절폐 , 젖을 안먹임 , 먹이 공급 중단 | 앞다리 종창 , 종괴(관절부/비관절부위 포함) | 앞발 , 발가락 종창 , 종괴 | 이동거부 , 체중감소 | 탈모 , 무모증 | 피부 구진 | 피부 누관 , 공동형성 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부 플라크(반) | 피부 , 털 , 깃털이 축축함 | 피부의 궤양 , 미란 , 찰과상 | 피부의 화농성 분비물 | 피부홍반 , 염증 , 발적 | 흉부 종창 , 흉부 , 가슴 , 늑골 , 흉골의 종괴"
"옴진드기 (Notoedric mange mites in cats, notoedres cati, feline scabies)"," 과각화증 , 두꺼운 피부 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 발열 , 고열 | 소양감 , 가려움 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 체중감소 | 탈모 , 무모증 | 피부 구진 | 피부 균열 , 열구 | 피부 농포 | 피부 인설 , 비듬 , 비늘 | 피부 통증 | 피부색소침착감소 , 백반증 , 백피증 , 피부의 가피 , 딱지 | 피부의 궤양 , 미란 , 찰과상 | 피부의 악취 , 냄새 | 피부홍반 , 염증 , 발적 "
영양성 부갑상샘항진증 (Nutritional secondary hyperparathyroidism in dogs and cats)," 과도한 침흘림 , 유연 , 입에 거품 | 기립불능 , 다우너 | 다음 , 많이 마심 , 지나친 갈증 | 뒷다리 만곡 , 굽음 | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 통증 | 뒷다리 파행 , 경직 , 절름발이 | 뒷발 통증 | 떨림 , 전율 , 오한 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 사지마비 , 무기력 | 상부기도의 비정상 호흡음 , 코고는 소리 | 소리 계속 지르기 , 소리가 커짐 | 앞다리 만곡 , 굽음 | 앞발 통증 | 요통 , 허리 통증 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 이동거부 | 이빨 흔들림 , 풍치 | 저작곤란 , 잘 씹지 못함 | 전신파행 , 경직 , 절름발이 | 지각과민 , 예민함 , 과다운동 | 진전 | 척추전만증 , 척추 앞 굽이증 | 척추후만증 , 아치형 척추 | 탈구 , 뒷다리 비관절부 운동장애 , 탈수 | 호흡시 이상한 냄새 , 구강의 악취 | 흥분 , 헛소리 , 광분 "
"비만 (Obesity, obese animals)"," 비만 , 체중과다 , 과체중 | 암컷의 불임증 , 저 수태 | 운동기피 , 쉽게 지침 |"
"폐쇄신경 불완전마비, 진전 (Obturator nerve paresis, paralysis)"," 기립불능 , 다우너 | 뒷다리 무기력 , 후지마비 , 부전마비 | 뒷다리 파행 , 경직 , 절름발이 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 토끼처럼 뜀 |"
눈의 화학적 물질로 인한 화상이나 자극 (Ocular chemical burn or irritation)," 각막의 궤양 , 미란 | 각막의 부종 , 혼탁 | 각막혈관신생 , 판누스 | 결막 , 공막 부종 | 결막 , 공막의 발적 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈부심 , 수명 | 눈의 통증 , 안통 | 눈의 화농성 분비물 | 실명 , 시력상실 | 안검연축 , 경련 |"
눈의 유피낭 (Ocular dermoids)," 각막의 궤양 , 미란 | 각막의 종창 , 종괴 , 결절 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈부심 , 수명 | 눈의 통증 , 안통 | 눈의 화농성 분비물 | 소안구증 , 각막 안구 위축 | 실명 , 시력상실 | 안검연축 , 경련 | 안와 , 안와주위 , 결막 부종 , 안구종괴 |"
안구 흑색종 (OCULAR MELANOMA)," 각막의 궤양 , 미란 | 각막혈관신생 , 판누스 | 결막 , 공막 부종 | 결막 , 공막의 발적 | 눈 내부 종괴 종창 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈의 통증 , 안통 | 눈의 화농성 분비물 | 대안구증 , 녹내장 | 망막 박리 | 망막 색소침착 이상 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 백내장 , 수정체 혼탁 | 빛에 대한 동공의 비정상 반응 | 산동 , 확장된 동공 | 실명 , 시력상실 | 실명 , 시력상실각막의 부종 , 혼탁 | 안검연축 , 경련 | 안구 전방출혈 ,  ""블랙 아이"" | 안와 , 안와주위 , 결막 부종 , 안구종괴 | 유착증 , 유착 | 홍채의 색소침착 이상동공 형태 비정상 또는 홍채의 결함 |"
"안구 창상, 손상, 눈의 돌출 (OCULAR TRAUMA, INJURY, PROPTOSIS OF THE EYE, ORBIT)","각막 또는 안구 이물 | 각막 색소침착 이상 | 각막손상 , 열상 , 절창 | 각막의 궤양 , 미란 | 각막의 부종 , 혼탁 | 각막의 종창 , 종괴 , 결절 | 각막혈관신생 , 판누스 | 결막 , 공막 부종 | 결막 , 공막의 발적 | 결막 , 공막의 열상 ,  절창 , 손상 | 결막 , 공막의 충혈 , 혈관의 이상 | 눈 내부 종괴 종창 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈부심 , 수명 | 눈의 통증 , 안통 | 눈의 화농성 분비물 | 대안구증 , 녹내장 | 동공 형태 비정상 또는 홍채의 결함 | 동공부동 | 망막 박리 | 망막반사 이상 | 망막주름 , 융기 | 망막출혈 | 무유증 , 유즙생산감소 , 정지 | 발열 , 고열 | 백내장 , 수정체 혼탁 | 빛에 대한 동공의 비정상 반응 | 산동 , 확장된 동공 | 소안구증 , 각막 안구 위축 | 수정체 이탈 , 변위 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 실명 , 시력상실 | 안검연축 , 경련 | 안구 전방출혈 ,  ""블랙 아이"" | 안구돌출 | 안와 , 안와주위 , 결막 부종 , 안구종괴 | 유착증 , 유착 | 전방축농 , 안구전방에 지질이나 섬유소 축적 | 제3안검 탈출 , 순막의 돌출 | 축동 , 동공축소 | 피부 부종 | 피부의 열상 , 절창 , 교상 |"
"눈, 각막, 결막성 외부 물체 (OCULAR, CORNEAL, CONJUNCTIVAL, FOREIGN BODIES)"," 각막 또는 안구 이물 | 각막의 궤양 , 미란 | 각막의 부종 , 혼탁 | 각막혈관신생 , 판누스 |결막 , 공막 부종 | 결막 , 공막의 발적 | 결막 , 공막의 열상 ,  절창 , 손상 | 결막 , 공막의 충혈 , 혈관의 이상 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈부심 , 수명 | 눈의 통증 , 안통 | 눈의 화농성 분비물 | 머리 , 얼굴 , 목의 이물 | 실명 , 시력상실 | 안검연축 , 경련 |안구 전방출혈 ,  ""블랙 아이"" | 안구돌출 | 안와 , 안와주위 , 결막 부종 , 안구종괴 | 축동 , 동공축소 |"
"눈, 각막, 순막, 눈물샘, 거짓 종양 (OCULAR, CORNEAL, NICTITATING MEMBRANE, LACRIMAL, PSEUDOTUMOR)"," 각막의 부종 , 혼탁 | 각막의 종창 , 종괴 , 결절 | 안검연축 , 경련 | 안와 , 안와주위 , 결막 부종 , 안구종괴 |"
"치아파괴, 뼈파괴, 흡수 병변 (ODONTOCLASTIC, OSTEOCLASTIC, RESORPTIVE LESIONS IN CATS)"," 구강 통증 , 구강점막 및 혀의 통증 | 저작곤란 , 잘 씹지 못함 | 충치 , 치아 우식증 |"
간흡충증 (OPISTHORCHIASIS - EXOTIC)," 간 , 비장 종대 , 비장종대 , 간종대 | 복명(장 연동음)의 증가 | 분변 냄새의 이상 | 설사 , 하리 |"
시각신경 형성저하증 (OPTIC NERVE HYPOPLASIA)," 동공부동 | 망막 색소침착 이상 | 빛에 대한 동공의 비정상 반응 | 사시 , 사팔뜨기 | 산동 , 확장된 동공 | 시신경 위축 , 크기감소 | 실명 , 시력상실 | 안구진탕 , 안구불수의적운동 |"
"시각 신경병증, 신경염 (OPTIC NEUROPATHY, NEURITIS, IN DOGS AND HORSES)"," 동공부동 | 방향 감각 상실 , 기억 상실 | 빛에 대한 동공의 비정상 반응 | 산동 , 확장된 동공 | 실명 , 시력상실 | 지각과민 , 예민함 , 과다운동 | 흥분 , 헛소리 , 광분 |"
"구강, 인두의 외부물체 (ORAL, PHARYNGEAL, FOREIGN BODY)"," 호흡시 이상한 냄새 , 구강의 악취 | 상부기도의 비정상 호흡음 , 코고는 소리 | 목소리 변성 | 구강점막의 울혈 , 홍반 , 발적 | 저작곤란 , 잘 씹지 못함 | 연하곤란 , 연하장애 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 과도한 침흘림 , 유연 , 입에 거품 | 머리 , 얼굴 , 목의 이물 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 구강 통증 , 구강점막 및 혀의 통증 | 점액양 비강 분비물 , 장액성 , 수양성 | 구강 , 혀의 종창 , 종괴 | 구강점막의궤양 , 수포 , 플라크(반) , 농포 , 미란 , 절창 | 인두 , 후두 , 기관의 통증 | 화농성 비강 분비물 | 혀의 궤양 , 수포 , 미란 , 궤양 , 수포 , 절창 , 열상 | 수척 , 건강상태 불량 , 증체율 불량 | 체중감소 |"
"구강, 하악, 상악의 종양, 과오종 (ORAL, MANDIBULAR, MAXILLARY NEOPLASIA, HAMARTOMA)"," 개구장애 , 개구곤란 | 과도한 침흘림 , 유연 , 입에 거품 | 구강 , 혀의 종창 , 종괴 | 구강 통증 , 구강점막 및 혀의 통증 | 구강점막의 울혈 , 홍반 , 발적 | 구강점막의궤양 , 수포 , 플라크(반) , 농포 , 미란 , 절창 | 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 머리 , 얼굴 , 턱 , 귀의 통증 | 목 , 경부 , 목구멍 통증 | 목 부위 종창 , 경부의 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 상부기도의 비정상 호흡음 , 코고는 소리 | 수척, 건강상태 불량, 증체율 불량 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 안구돌출 | 연하곤란 , 연하장애 | 이빨 흔들림 , 풍치 | 이빨을 감 , 이갈이 | 이빨의 결손 , 이빨수 감소 | 이빨의 교합부전 | 인두의 홍반 , 발적 | 저작곤란 , 잘 씹지 못함 | 점액양 비강 분비물 , 장액성 , 수양성 | 체중감소 | 출혈 , 응고부전 | 혀의 궤양 , 수포 , 미란 , 궤양 , 수포 , 절창 , 열상 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 호흡시 이상한 냄새 , 구강의 악취 | 화농성 비강 분비물 | 후두 , 기관 , 인두의 종창 , 종괴 |"
"안와, 안구 뒤, 연조직염, 농양, 외부 물체 (ORBITAL, RETROBULBAR, CELLULITIS, ABSCESS, FOREIGN BODY IN DOGS AND CATS)","각막의 궤양 , 미란 | 결막 , 공막 부종 | 결막 , 공막의 발적 | 결막 , 공막의 충혈 , 혈관의 이상 | 구강 통증 , 구강점막 및 혀의 통증 | 눈의 통증 , 안통 | 동공부동 | 머리 , 얼굴 , 목의 이물 | 머리 , 얼굴 , 턱 , 귀의 통증 | 발열 , 고열 | 사시 , 사팔뜨기 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 실명 , 시력상실 | 안검연축 , 경련 | 안검하수 | 안구돌출 | 안와, 안와주위 , 결막 부종 , 안구종괴 | 제3안검 탈출 , 순막의 돌출 |축동 , 동공축소 | 피부 누관 , 공동형성 | 피부 부종 | 피부의 화농성 분비물 | 피하 염발음 , 피하기종 |"
"안와, 안구 뒤, 폐공기종 (ORBITAL, RETROBULBAR, EMPHYSEMA)","각막의 궤양 , 미란 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 머리 , 목의 염발음 , 마찰음 | 안구돌출 | 안와 , 안와주위 , 결막 부종 , 안구종괴 | 제3안검 탈출 , 순막의 돌출 | 피하 염발음 , 피하기종 |"
"고환염, 부고환염 (ORCHITIS, EPIDIDYMITIS IN DOGS AND CATS)"," 고환 통증 | 고환 , 음낭 촉진시 열감 | 뒷다리 파행 , 경직 , 절름발이 | 발열 , 고열 | 수컷 불임 | 음경 , 포피 , 고환 , 음낭의 종대 , 종괴 | 음낭 , 고환 크기 이상 | 음낭 , 고환의 절창 , 열상 | 피부 부종 |"
"국한피부경피증 (LOCALIZED SCLERODERMA, CANINE, FELINE OR EQUINE MORPHEA)"," 과각화증 , 두꺼운 피부 | 탈모 , 무모증 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부 플라크(반) |"
LSD 중독증 (LSD INTOXICATION IN DOGS AND CATS)," 거리감각불능 , 거리감각 과대 및 과소 | 과도한 침흘림, 유연 , 입에 거품 | 발열 , 고열 | 비정상적 또는 공격적 행동 , 습성이 바뀜 | 소리 계속 지르기 , 소리가 커짐 | 안구진탕 , 안구불수의적운동 | 운동실조 , 협조불능 , 절뚝거림 , 넘어짐 | 저체온증 , 낮은체온 |"
"요수천수신경총 창상, 찢김 (LUMBOSACRAL PLEXUS TRAUMA, AVULSION)"," 근육긴장저하 | 뒷다리 무기력 , 후지마비 , 부전마비 | 뒷다리 반사 이상(증가나 감소) | 뒷다리 양쪽 부전마비 , 무기력 , 마비 | 뒷다리 위축 , 야윔 | 뒷다리 지각감퇴 , 뒷다리 무감각증 | 뒷다리 파행 , 경직 , 절름발이 | 비정상적인 자세 |"
폐엽 비틀림 (LUNG LOBE TORSION IN THE DOG AND CAT)," 가슴 , 흉강 타진시 둔탁한 부위 | 구토 | 기침 | 기침시 객혈 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 모세혈관 재충만 시간 지연 |발열 , 고열 | 발작 , 실신 , 경련 , 간질발작 , 허탈 | 복부팽만 | 복수 | 빈맥 , 빠른 맥박 , 심박 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 심음의 감소 | 약맥 , 소맥 | 이동거부 | 전신허약 , 부전마비 , 마비 | 청색증 , 피부나 점막이 푸름 | 체중감소 |폐포음 감소 , 호흡음이 없음 | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 |"
"폐종양 (LUNG TUMORS, CANCER, IN DOGS AND CATS, PULMONARY NEOPLASIA)"," 가슴 , 흉강 타진시 둔탁한 부위 | 거친 피모 , 곤두선 털 | 과도한 침흘림, 유연 , 입에 거품 | 구토 | 기침 | 기침시 객혈 | 다뇨증 | 다음 , 많이 마심 , 지나친 갈증 | 다호흡 , 빠른호흡(빈호흡) , 과호흡 | 뒷다리 종창 , 종괴(관절부/비관절부 포함) | 뒷다리 파행 , 경직 , 절름발이 | 뒷발 , 발가락 종창 , 종괴 | 발열 , 고열 | 복수 | 비정상의 폐포음 , 흉강음 , 랏셀음 , 염발음 , 천명음 , 마찰음 | 빈맥 , 빠른 맥박 , 심박 | 상부기도의 비정상 호흡음 , 코고는 소리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 심음의 감소 | 앞다리 종창 , 종괴(관절부/비관절부위 포함) | 앞다리 파행 , 경직 , 절름발이 | 앞발 , 발가락 종창 , 종괴 | 약맥 , 소맥 | 연하곤란, 연하장애 | 운동기피 , 쉽게 지침 | 전신파행 , 경직 , 절름발이 | 전신허약 , 부전마비 , 마비 | 청색증 , 피부나 점막이 푸름 | 체중감소 |폐포음 감소 , 호흡음이 없음 | 핑사운드(가슴, 흉강 타진시) | 호흡곤란 , 개구호흡 , 그르렁거림 , 가쁜호흡 | 흉부 , 흉곽 , 늑골 , 흉골의 통증 |"
"황체부전, 저황제증, 프로게스테론결핍증 (LUTEAL INSUFFICIENCY, HYPOLUTEOIDISM, PROGESTERONE DEFICIENCY IN DOGS AND CATS)"," 암컷의 불임증 , 저 수태 | 유산 , 허약한 새끼 분만 , 사산 |"
